Date,Time,Min Delay
2024-02-11,12:40,17
2024-02-11,12:44,8
2024-02-11,12:55,5
2024-02-11,13:01,5
2024-02-11,13:15,12
2024-02-11,13:16,46
2024-02-11,13:59,9
2024-02-11,13:59,7
2024-02-11,14:14,17
2024-02-11,14:18,10
2024-02-11,14:31,0
2024-02-11,14:33,8
2024-02-11,14:33,8
2024-02-11,14:35,36
2024-02-11,14:37,12
2024-02-11,14:41,9
2024-02-11,14:42,7
2024-02-11,14:56,15
2024-02-11,15:01,30
2024-02-11,15:04,30
2024-02-11,15:04,62
2024-02-11,15:23,6
2024-02-11,16:07,9
2024-02-11,16:25,13
2024-02-11,16:31,12
2024-02-11,16:34,7
2024-02-11,16:34,18
2024-02-11,16:38,7
2024-02-11,16:43,10
2024-02-11,17:02,21
2024-02-11,17:07,16
2024-02-11,17:14,25
2024-02-11,17:23,22
2024-02-11,17:34,5
2024-02-11,17:46,9
2024-02-11,17:51,9
2024-02-11,18:00,30
2024-02-11,18:05,30
2024-02-11,18:10,12
2024-02-11,18:15,10
2024-02-11,18:22,137
2024-02-11,19:04,10
2024-02-11,19:05,16
2024-02-11,19:11,30
2024-02-11,19:36,14
2024-02-11,19:37,10
2024-02-11,19:40,17
2024-02-11,19:43,20
2024-02-11,19:50,16
2024-02-11,20:01,82
2024-02-11,20:08,10
2024-02-11,20:22,8
2024-02-11,20:24,0
2024-02-11,20:55,223
2024-02-11,21:10,25
2024-02-11,21:11,8
2024-02-11,21:12,10
2024-02-11,21:34,20
2024-02-11,22:44,20
2024-02-11,23:55,30
2024-02-11,01:14,30
2024-02-12,02:11,20
2024-02-12,02:35,7
2024-02-12,02:39,15
2024-02-12,03:06,0
2024-02-12,04:13,0
2024-02-12,04:29,0
2024-02-12,04:49,8
2024-02-12,05:12,15
2024-02-12,05:19,20
2024-02-12,05:22,24
2024-02-12,05:41,13
2024-02-12,05:59,20
2024-02-12,06:00,10
2024-02-12,06:10,20
2024-02-12,06:13,10
2024-02-12,06:33,8
2024-02-12,06:35,22
2024-02-12,06:42,19
2024-02-12,06:58,10
2024-02-12,07:00,12
2024-02-12,07:08,6
2024-02-12,07:16,8
2024-02-12,07:18,16
2024-02-12,07:21,10
2024-02-12,07:22,0
2024-02-12,07:30,214
2024-02-12,07:41,10
2024-02-12,07:46,10
2024-02-12,08:06,14
2024-02-12,08:10,5
2024-02-12,08:10,8
2024-02-12,08:13,30
2024-02-12,08:21,6
2024-02-12,08:41,20
2024-02-12,08:42,10
2024-02-12,08:48,15
2024-02-12,09:01,9
2024-02-12,09:05,20
2024-02-12,09:07,8
2024-02-12,09:24,66
2024-02-12,09:24,66
2024-02-12,09:29,25
2024-02-12,09:30,15
2024-02-12,09:33,15
2024-02-12,09:46,9
2024-02-12,09:56,13
2024-02-12,09:56,13
2024-02-12,09:56,14
2024-02-12,10:06,8
2024-02-12,10:10,24
2024-02-12,10:20,25
2024-02-12,10:20,10
2024-02-12,10:25,0
2024-02-12,10:30,0
2024-02-12,10:35,802
2024-02-12,10:38,15
2024-02-12,10:38,16
2024-02-12,10:40,12
2024-02-12,10:40,10
2024-02-12,10:47,445
2024-02-12,10:51,9
2024-02-12,10:53,20
2024-02-12,10:54,0
2024-02-12,11:03,15
2024-02-12,11:20,22
2024-02-12,11:20,8
2024-02-12,11:21,22
2024-02-12,11:28,15
2024-02-12,11:38,13
2024-02-12,12:07,27
2024-02-12,12:15,30
2024-02-12,12:22,26
2024-02-12,12:48,25
2024-02-12,12:54,13
2024-02-12,13:10,17
2024-02-12,13:11,13
2024-02-12,13:12,20
2024-02-12,13:13,11
2024-02-12,13:17,18
2024-02-12,13:20,10
2024-02-12,13:30,20
2024-02-12,13:31,15
2024-02-12,13:37,24
2024-02-12,13:39,15
2024-02-12,13:42,6
2024-02-12,13:42,10
2024-02-12,13:43,20
2024-02-12,13:46,7
2024-02-12,13:51,24
2024-02-12,13:54,9
2024-02-12,14:00,13
2024-02-12,14:01,12
2024-02-12,14:13,14
2024-02-12,14:19,11
2024-02-12,14:20,7
2024-02-12,14:22,10
2024-02-12,14:34,18
2024-02-12,14:36,10
2024-02-12,14:37,13
2024-02-12,14:40,19
2024-02-12,14:43,6
2024-02-12,14:50,24
2024-02-12,14:51,15
2024-02-12,14:57,13
2024-02-12,14:58,6
2024-02-12,14:59,20
2024-02-12,15:06,30
2024-02-12,15:10,6
2024-02-12,15:12,9
2024-02-12,15:16,8
2024-02-12,15:20,9
2024-02-12,15:26,24
2024-02-12,15:32,18
2024-02-12,15:58,60
2024-02-12,16:13,6
2024-02-12,16:21,5
2024-02-12,16:22,5
2024-02-12,16:30,0
2024-02-12,16:39,8
2024-02-12,16:42,8
2024-02-12,16:51,28
2024-02-12,16:54,10
2024-02-12,16:56,7
2024-02-12,16:56,12
2024-02-12,16:58,10
2024-02-12,16:59,8
2024-02-12,17:03,10
2024-02-12,17:08,14
2024-02-12,17:08,13
2024-02-12,17:20,20
2024-02-12,17:24,7
2024-02-12,17:24,10
2024-02-12,17:40,70
2024-02-12,17:45,10
2024-02-12,17:46,0
2024-02-12,17:58,10
2024-02-12,18:03,12
2024-02-12,18:05,10
2024-02-12,18:10,10
2024-02-12,18:28,12
2024-02-12,18:31,13
2024-02-12,18:40,20
2024-02-12,18:45,10
2024-02-12,18:48,16
2024-02-12,18:49,20
2024-02-12,18:53,9
2024-02-12,18:55,22
2024-02-12,18:56,15
2024-02-12,19:00,14
2024-02-12,19:00,20
2024-02-12,19:15,61
2024-02-12,19:17,15
2024-02-12,19:22,4
2024-02-12,19:30,14
2024-02-12,19:44,15
2024-02-12,19:46,10
2024-02-12,19:50,27
2024-02-12,20:12,0
2024-02-12,20:15,8
2024-02-12,20:17,20
2024-02-12,20:43,20
2024-02-12,20:58,25
2024-02-12,20:59,20
2024-02-12,21:03,89
2024-02-12,21:16,6
2024-02-12,21:22,11
2024-02-12,21:24,6
2024-02-12,21:30,19
2024-02-12,21:50,10
2024-02-12,21:51,20
2024-02-12,21:55,9
2024-02-12,22:42,16
2024-02-12,22:43,10
2024-02-12,22:51,10
2024-02-12,22:53,0
2024-02-12,23:28,20
2024-02-12,23:39,78
2024-02-12,00:21,20
2024-02-12,00:25,11
2024-02-12,00:35,10
2024-02-12,00:42,10
2024-02-12,00:59,10
2024-02-12,01:18,10
2024-02-13,02:15,5
2024-02-13,03:37,0
2024-02-13,04:08,15
2024-02-13,04:48,13
2024-02-13,04:49,17
2024-02-13,04:52,0
2024-02-13,04:57,8
2024-02-13,05:24,0
2024-02-13,05:25,25
2024-02-13,05:29,13
2024-02-13,05:52,10
2024-02-13,05:56,10
2024-02-13,05:58,10
2024-02-13,06:03,10
2024-02-13,06:35,18
2024-02-13,06:36,7
2024-02-13,06:44,10
2024-02-13,06:54,11
2024-02-13,07:02,16
2024-02-13,07:03,52
2024-02-13,07:09,52
2024-02-13,07:10,10
2024-02-13,07:13,16
2024-02-13,07:34,9
2024-02-13,07:40,8
2024-02-13,07:45,12
2024-02-13,07:49,6
2024-02-13,08:43,8
2024-02-13,09:04,12
2024-02-13,09:14,23
2024-02-13,09:43,400
2024-02-13,10:00,7
2024-02-13,10:05,12
2024-02-13,10:08,9
2024-02-13,10:11,10
2024-02-13,10:18,10
2024-02-13,10:46,20
2024-02-13,10:50,10
2024-02-13,11:04,10
2024-02-13,11:18,20
2024-02-13,11:21,10
2024-02-13,11:37,10
2024-02-13,11:39,18
2024-02-13,11:52,12
2024-02-13,12:00,9
2024-02-13,12:20,20
2024-02-13,12:28,15
2024-02-13,12:51,14
2024-02-13,12:52,7
2024-02-13,13:06,10
2024-02-13,13:11,10
2024-02-13,13:11,25
2024-02-13,13:11,11
2024-02-13,13:17,17
2024-02-13,13:17,17
2024-02-13,13:18,10
2024-02-13,13:20,10
2024-02-13,13:32,9
2024-02-13,13:34,11
2024-02-13,13:37,11
2024-02-13,13:41,22
2024-02-13,13:55,13
2024-02-13,14:11,7
2024-02-13,14:12,10
2024-02-13,14:20,25
2024-02-13,14:23,0
2024-02-13,14:29,16
2024-02-13,14:34,9
2024-02-13,14:40,8
2024-02-13,14:40,10
2024-02-13,14:41,6
2024-02-13,14:52,12
2024-02-13,14:55,9
2024-02-13,14:59,21
2024-02-13,15:00,20
2024-02-13,15:04,10
2024-02-13,15:06,8
2024-02-13,15:09,25
2024-02-13,15:27,8
2024-02-13,15:29,6
2024-02-13,15:30,10
2024-02-13,15:31,7
2024-02-13,15:38,14
2024-02-13,15:42,9
2024-02-13,15:42,10
2024-02-13,15:51,12
2024-02-13,15:56,6
2024-02-13,15:56,6
2024-02-13,16:06,9
2024-02-13,16:10,0
2024-02-13,16:11,23
2024-02-13,16:12,5
2024-02-13,16:12,5
2024-02-13,16:14,16
2024-02-13,16:41,10
2024-02-13,16:54,10
2024-02-13,16:55,6
2024-02-13,17:18,18
2024-02-13,17:22,15
2024-02-13,17:25,20
2024-02-13,17:26,15
2024-02-13,17:35,18
2024-02-13,17:35,40
2024-02-13,17:47,15
2024-02-13,17:54,10
2024-02-13,18:19,12
2024-02-13,18:21,15
2024-02-13,18:36,0
2024-02-13,18:45,6
2024-02-13,19:00,10
2024-02-13,19:00,10
2024-02-13,20:08,8
2024-02-13,20:20,12
2024-02-13,20:31,28
2024-02-13,20:38,8
2024-02-13,21:00,25
2024-02-13,21:19,13
2024-02-13,21:29,20
2024-02-13,21:42,11
2024-02-13,22:01,20
2024-02-13,22:11,17
2024-02-13,22:22,14
2024-02-13,22:28,12
2024-02-13,22:28,0
2024-02-13,23:07,45
2024-02-13,23:24,10
2024-02-13,23:30,0
2024-02-13,23:40,0
2024-02-13,00:07,10
2024-02-13,00:25,0
2024-02-13,00:29,42
2024-02-13,01:28,0
2024-02-14,03:06,0
2024-02-14,03:25,30
2024-02-14,03:35,5
2024-02-14,04:33,0
2024-02-14,05:15,8
2024-02-14,05:28,15
2024-02-14,05:38,18
2024-02-14,05:43,6
2024-02-14,05:47,5
2024-02-14,05:48,10
2024-02-14,05:57,16
2024-02-14,06:01,4
2024-02-14,06:08,12
2024-02-14,06:09,9
2024-02-14,06:09,8
2024-02-14,06:19,6
2024-02-14,07:01,9
2024-02-14,07:03,15
2024-02-14,07:07,6
2024-02-14,07:14,30
2024-02-14,07:21,10
2024-02-14,07:26,7
2024-02-14,07:43,6
2024-02-14,07:46,0
2024-02-14,07:50,13
2024-02-14,08:00,4
2024-02-14,08:09,18
2024-02-14,08:15,13
2024-02-14,08:30,13
2024-02-14,08:50,22
2024-02-14,09:12,8
2024-02-14,09:18,15
2024-02-14,09:26,9
2024-02-14,09:35,6
2024-02-14,09:39,0
2024-02-14,09:41,11
2024-02-14,09:47,20
2024-02-14,10:10,11
2024-02-14,10:19,0
2024-02-14,10:23,10
2024-02-14,10:30,0
2024-02-14,10:31,18
2024-02-14,11:01,8
2024-02-14,11:06,12
2024-02-14,11:19,10
2024-02-14,11:20,13
2024-02-14,11:32,10
2024-02-14,11:32,10
2024-02-14,11:43,22
2024-02-14,11:46,10
2024-02-14,11:54,20
2024-02-14,11:54,8
2024-02-14,12:15,25
2024-02-14,12:20,8
2024-02-14,12:33,13
2024-02-14,12:33,10
2024-02-14,12:40,8
2024-02-14,12:44,22
2024-02-14,12:45,20
2024-02-14,12:47,6
2024-02-14,12:50,10
2024-02-14,13:08,6
2024-02-14,13:45,10
2024-02-14,14:15,7
2024-02-14,14:20,18
2024-02-14,14:22,6
2024-02-14,14:35,6
2024-02-14,14:37,58
2024-02-14,14:39,16
2024-02-14,14:40,20
2024-02-14,14:52,22
2024-02-14,15:00,8
2024-02-14,15:02,16
2024-02-14,15:08,10
2024-02-14,15:14,20
2024-02-14,15:16,10
2024-02-14,15:17,18
2024-02-14,15:27,5
2024-02-14,15:32,8
2024-02-14,15:39,13
2024-02-14,15:41,52
2024-02-14,15:41,10
2024-02-14,15:42,15
2024-02-14,15:42,15
2024-02-14,15:43,8
2024-02-14,15:48,23
2024-02-14,15:49,15
2024-02-14,15:55,14
2024-02-14,16:07,0
2024-02-14,16:09,20
2024-02-14,16:14,21
2024-02-14,16:15,13
2024-02-14,16:15,13
2024-02-14,16:20,25
2024-02-14,16:21,0
2024-02-14,16:43,30
2024-02-14,16:49,12
2024-02-14,16:55,0
2024-02-14,16:57,15
2024-02-14,17:04,20
2024-02-14,17:06,11
2024-02-14,17:24,10
2024-02-14,17:24,9
2024-02-14,17:25,8
2024-02-14,17:30,20
2024-02-14,18:08,8
2024-02-14,18:10,10
2024-02-14,18:11,19
2024-02-14,18:12,10
2024-02-14,18:22,13
2024-02-14,18:26,12
2024-02-14,18:30,10
2024-02-14,18:38,10
2024-02-14,18:43,18
2024-02-14,18:45,0
2024-02-14,18:46,13
2024-02-14,18:49,0
2024-02-14,18:55,13
2024-02-14,19:16,10
2024-02-14,19:41,0
2024-02-14,20:22,10
2024-02-14,20:33,10
2024-02-14,20:46,15
2024-02-14,20:50,8
2024-02-14,20:52,8
2024-02-14,20:53,20
2024-02-14,20:53,13
2024-02-14,20:54,10
2024-02-14,20:57,10
2024-02-14,21:03,9
2024-02-14,21:09,18
2024-02-14,21:13,17
2024-02-14,21:54,20
2024-02-14,22:00,0
2024-02-14,22:12,61
2024-02-14,22:14,10
2024-02-14,22:31,18
2024-02-14,22:37,10
2024-02-14,23:11,20
2024-02-14,23:22,20
2024-02-14,23:33,90
2024-02-14,23:50,0
2024-02-14,00:32,18
2024-02-14,00:40,10
2024-02-14,00:56,35
2024-02-14,01:41,0
2024-02-14,01:51,20
2024-02-15,02:05,30
2024-02-15,02:23,17
2024-02-15,02:39,0
2024-02-15,02:42,17
2024-02-15,02:45,0
2024-02-15,03:32,5
2024-02-15,03:43,30
2024-02-15,04:19,0
2024-02-15,04:33,5
2024-02-15,04:57,22
2024-02-15,05:50,0
2024-02-15,06:01,10
2024-02-15,06:07,8
2024-02-15,06:14,12
2024-02-15,06:25,11
2024-02-15,06:25,20
2024-02-15,06:30,10
2024-02-15,06:47,20
2024-02-15,06:55,8
2024-02-15,07:02,9
2024-02-15,07:09,22
2024-02-15,07:16,9
2024-02-15,07:19,15
2024-02-15,07:21,10
2024-02-15,07:33,11
2024-02-15,08:03,50
2024-02-15,08:06,13
2024-02-15,08:07,10
2024-02-15,08:08,10
2024-02-15,08:16,20
2024-02-15,08:19,8
2024-02-15,08:24,7
2024-02-15,08:49,8
2024-02-15,08:52,9
2024-02-15,08:56,24
2024-02-15,09:03,10
2024-02-15,09:27,12
2024-02-15,09:55,9
2024-02-15,09:55,13
2024-02-15,10:00,8
2024-02-15,10:06,25
2024-02-15,10:07,0
2024-02-15,10:09,27
2024-02-15,10:15,15
2024-02-15,10:22,20
2024-02-15,10:30,14
2024-02-15,10:35,81
2024-02-15,10:35,20
2024-02-15,10:36,20
2024-02-15,10:43,67
2024-02-15,10:48,15
2024-02-15,11:01,11
2024-02-15,11:01,14
2024-02-15,11:06,25
2024-02-15,11:08,30
2024-02-15,11:18,8
2024-02-15,11:18,8
2024-02-15,11:21,10
2024-02-15,11:22,11
2024-02-15,11:29,17
2024-02-15,11:40,15
2024-02-15,11:56,18
2024-02-15,11:57,37
2024-02-15,12:14,50
2024-02-15,12:19,18
2024-02-15,12:28,13
2024-02-15,12:35,10
2024-02-15,12:40,21
2024-02-15,12:44,9
2024-02-15,12:52,10
2024-02-15,13:00,8
2024-02-15,13:05,10
2024-02-15,13:20,8
2024-02-15,13:30,8
2024-02-15,13:31,7
2024-02-15,13:33,18
2024-02-15,13:43,30
2024-02-15,13:44,9
2024-02-15,13:52,30
2024-02-15,13:53,11
2024-02-15,13:55,23
2024-02-15,14:00,0
2024-02-15,14:00,0
2024-02-15,14:04,11
2024-02-15,14:04,0
2024-02-15,14:08,9
2024-02-15,14:09,302
2024-02-15,14:09,13
2024-02-15,14:10,0
2024-02-15,14:10,15
2024-02-15,14:10,12
2024-02-15,14:12,13
2024-02-15,14:12,9
2024-02-15,14:17,0
2024-02-15,14:17,0
2024-02-15,14:17,35
2024-02-15,14:22,0
2024-02-15,14:24,0
2024-02-15,14:24,0
2024-02-15,14:24,0
2024-02-15,14:27,10
2024-02-15,14:28,0
2024-02-15,14:29,0
2024-02-15,14:29,674
2024-02-15,14:29,12
2024-02-15,14:30,0
2024-02-15,14:31,0
2024-02-15,14:38,18
2024-02-15,14:38,8
2024-02-15,14:39,18
2024-02-15,14:39,7
2024-02-15,14:40,12
2024-02-15,14:42,27
2024-02-15,14:47,10
2024-02-15,14:48,0
2024-02-15,14:49,0
2024-02-15,14:52,5
2024-02-15,14:52,180
2024-02-15,14:54,171
2024-02-15,14:54,8
2024-02-15,14:54,55
2024-02-15,14:55,30
2024-02-15,14:56,12
2024-02-15,14:58,4
2024-02-15,14:58,179
2024-02-15,14:58,10
2024-02-15,15:01,167
2024-02-15,15:02,5
2024-02-15,15:03,0
2024-02-15,15:04,0
2024-02-15,15:05,167
2024-02-15,15:05,0
2024-02-15,15:06,190
2024-02-15,15:06,210
2024-02-15,15:07,167
2024-02-15,15:08,15
2024-02-15,15:08,210
2024-02-15,15:09,111
2024-02-15,15:10,18
2024-02-15,15:14,18
2024-02-15,15:14,147
2024-02-15,15:14,733
2024-02-15,15:14,188
2024-02-15,15:15,12
2024-02-15,15:15,15
2024-02-15,15:16,12
2024-02-15,15:18,10
2024-02-15,15:20,18
2024-02-15,15:21,8
2024-02-15,15:23,238
2024-02-15,15:25,177
2024-02-15,15:29,20
2024-02-15,15:29,15
2024-02-15,15:32,0
2024-02-15,15:33,10
2024-02-15,15:36,620
2024-02-15,15:39,13
2024-02-15,15:39,10
2024-02-15,15:39,12
2024-02-15,15:40,19
2024-02-15,15:41,0
2024-02-15,15:42,7
2024-02-15,15:47,0
2024-02-15,15:57,5
2024-02-15,16:03,162
2024-02-15,16:04,120
2024-02-15,16:15,0
2024-02-15,16:17,34
2024-02-15,16:34,18
2024-02-15,16:35,13
2024-02-15,16:41,10
2024-02-15,16:41,162
2024-02-15,16:43,18
2024-02-15,17:00,8
2024-02-15,17:05,15
2024-02-15,17:06,32
2024-02-15,17:06,15
2024-02-15,17:07,5
2024-02-15,17:11,6
2024-02-15,17:15,0
2024-02-15,17:18,0
2024-02-15,17:20,8
2024-02-15,17:21,180
2024-02-15,17:28,18
2024-02-15,17:37,7
2024-02-15,17:50,10
2024-02-15,17:50,10
2024-02-15,17:50,8
2024-02-15,17:53,42
2024-02-15,18:00,0
2024-02-15,18:00,0
2024-02-15,18:05,21
2024-02-15,18:10,0
2024-02-15,18:10,10
2024-02-15,18:12,0
2024-02-15,18:15,0
2024-02-15,18:15,0
2024-02-15,18:29,20
2024-02-15,18:48,22
2024-02-15,18:56,6
2024-02-15,19:03,20
2024-02-15,19:03,9
2024-02-15,19:09,9
2024-02-15,19:26,10
2024-02-15,19:43,20
2024-02-15,19:43,10
2024-02-15,19:56,10
2024-02-15,19:56,8
2024-02-15,20:00,15
2024-02-15,20:01,8
2024-02-15,20:04,15
2024-02-15,20:06,8
2024-02-15,20:09,8
2024-02-15,20:18,9
2024-02-15,20:22,17
2024-02-15,20:27,9
2024-02-15,20:36,16
2024-02-15,20:36,8
2024-02-15,20:37,8
2024-02-15,20:58,8
2024-02-15,20:59,15
2024-02-15,21:01,13
2024-02-15,21:12,35
2024-02-15,21:34,7
2024-02-15,21:34,15
2024-02-15,21:42,10
2024-02-15,21:45,20
2024-02-15,21:52,20
2024-02-15,22:17,0
2024-02-15,22:26,12
2024-02-15,22:27,10
2024-02-15,22:47,10
2024-02-15,22:56,10
2024-02-15,23:07,18
2024-02-15,23:16,16
2024-02-15,23:48,10
2024-02-15,23:59,20
2024-02-15,00:05,20
2024-02-15,00:31,22
2024-02-15,01:04,10
2024-02-15,01:47,30
2024-02-16,02:02,5
2024-02-16,02:20,30
2024-02-16,02:23,30
2024-02-16,02:59,0
2024-02-16,03:22,20
2024-02-16,03:25,0
2024-02-16,03:48,30
2024-02-16,03:48,30
2024-02-16,03:57,30
2024-02-16,04:21,30
2024-02-16,04:25,0
2024-02-16,04:37,30
2024-02-16,04:52,30
2024-02-16,05:10,15
2024-02-16,05:13,0
2024-02-16,05:22,18
2024-02-16,05:34,12
2024-02-16,05:54,29
2024-02-16,05:55,20
2024-02-16,06:02,0
2024-02-16,06:02,15
2024-02-16,06:10,8
2024-02-16,06:20,12
2024-02-16,06:35,0
2024-02-16,06:39,15
2024-02-16,06:43,0
2024-02-16,06:44,9
2024-02-16,06:59,15
2024-02-16,07:24,15
2024-02-16,07:29,1
2024-02-16,07:36,18
2024-02-16,08:08,10
2024-02-16,08:16,14
2024-02-16,08:18,10
2024-02-16,08:18,9
2024-02-16,08:26,15
2024-02-16,08:26,6
2024-02-16,08:33,9
2024-02-16,08:35,0
2024-02-16,08:48,10
2024-02-16,08:56,10
2024-02-16,08:57,20
2024-02-16,09:01,8
2024-02-16,09:06,13
2024-02-16,09:22,8
2024-02-16,09:24,5
2024-02-16,09:30,22
2024-02-16,09:36,14
2024-02-16,09:42,7
2024-02-16,10:19,17
2024-02-16,10:34,16
2024-02-16,10:36,25
2024-02-16,11:09,10
2024-02-16,11:15,20
2024-02-16,11:19,30
2024-02-16,11:23,10
2024-02-16,11:28,8
2024-02-16,11:37,20
2024-02-16,11:42,13
2024-02-16,11:47,11
2024-02-16,11:56,0
2024-02-16,12:03,11
2024-02-16,12:07,113
2024-02-16,12:09,8
2024-02-16,12:10,113
2024-02-16,12:14,113
2024-02-16,12:15,0
2024-02-16,12:27,7
2024-02-16,12:35,43
2024-02-16,12:35,18
2024-02-16,12:36,30
2024-02-16,12:40,34
2024-02-16,12:41,24
2024-02-16,12:45,10
2024-02-16,13:02,20
2024-02-16,13:05,15
2024-02-16,13:15,30
2024-02-16,13:18,20
2024-02-16,13:22,32
2024-02-16,13:23,10
2024-02-16,13:29,8
2024-02-16,13:35,30
2024-02-16,13:45,10
2024-02-16,13:51,25
2024-02-16,13:51,7
2024-02-16,14:00,0
2024-02-16,14:01,8
2024-02-16,14:08,8
2024-02-16,14:16,8
2024-02-16,14:16,7
2024-02-16,14:19,8
2024-02-16,14:26,20
2024-02-16,14:28,23
2024-02-16,14:33,20
2024-02-16,14:34,18
2024-02-16,14:39,15
2024-02-16,14:40,27
2024-02-16,14:45,12
2024-02-16,14:51,27
2024-02-16,15:03,9
2024-02-16,15:12,9
2024-02-16,15:13,6
2024-02-16,15:13,9
2024-02-16,15:14,14
2024-02-16,15:25,18
2024-02-16,15:29,15
2024-02-16,15:31,0
2024-02-16,15:33,12
2024-02-16,15:34,5
2024-02-16,15:37,26
2024-02-16,15:52,10
2024-02-16,16:02,10
2024-02-16,16:05,15
2024-02-16,16:13,12
2024-02-16,16:14,13
2024-02-16,16:17,8
2024-02-16,16:18,10
2024-02-16,16:19,10
2024-02-16,16:20,7
2024-02-16,16:26,10
2024-02-16,16:38,15
2024-02-16,16:38,6
2024-02-16,16:40,10
2024-02-16,16:45,30
2024-02-16,16:49,7
2024-02-16,16:49,18
2024-02-16,16:55,8
2024-02-16,17:11,0
2024-02-16,17:15,30
2024-02-16,17:28,10
2024-02-16,17:30,20
2024-02-16,17:37,9
2024-02-16,17:39,30
2024-02-16,17:46,9
2024-02-16,17:55,8
2024-02-16,17:55,10
2024-02-16,17:59,8
2024-02-16,18:00,19
2024-02-16,18:03,10
2024-02-16,18:05,20
2024-02-16,18:10,260
2024-02-16,18:11,9
2024-02-16,18:14,9
2024-02-16,18:22,10
2024-02-16,18:27,10
2024-02-16,18:44,6
2024-02-16,19:05,20
2024-02-16,19:07,8
2024-02-16,19:15,0
2024-02-16,19:20,10
2024-02-16,19:28,18
2024-02-16,19:43,8
2024-02-16,19:45,30
2024-02-16,20:45,5
2024-02-16,20:57,25
2024-02-16,21:05,8
2024-02-16,21:22,22
2024-02-16,21:46,277
2024-02-16,21:47,71
2024-02-16,21:48,13
2024-02-16,21:51,8
2024-02-16,22:05,24
2024-02-16,22:07,23
2024-02-16,22:23,20
2024-02-16,22:23,10
2024-02-16,22:40,20
2024-02-16,22:47,17
2024-02-16,22:54,18
2024-02-16,22:56,0
2024-02-16,23:01,10
2024-02-16,23:04,10
2024-02-16,23:06,27
2024-02-16,23:12,22
2024-02-16,23:15,30
2024-02-16,01:10,20
2024-02-17,02:09,20
2024-02-17,02:30,12
2024-02-17,04:14,21
2024-02-17,05:36,20
2024-02-17,05:37,15
2024-02-17,05:40,26
2024-02-17,05:48,10
2024-02-17,05:50,30
2024-02-17,05:58,1
2024-02-17,06:16,21
2024-02-17,06:27,0
2024-02-17,06:35,18
2024-02-17,06:38,14
2024-02-17,06:46,10
2024-02-17,06:52,39
2024-02-17,06:55,42
2024-02-17,07:04,20
2024-02-17,07:07,10
2024-02-17,07:18,14
2024-02-17,07:22,16
2024-02-17,07:22,20
2024-02-17,08:49,10
2024-02-17,08:50,16
2024-02-17,09:02,10
2024-02-17,09:25,18
2024-02-17,09:34,10
2024-02-17,09:46,15
2024-02-17,10:13,30
2024-02-17,10:19,10
2024-02-17,10:31,10
2024-02-17,10:36,10
2024-02-17,10:38,20
2024-02-17,10:41,7
2024-02-17,10:48,15
2024-02-17,10:56,10
2024-02-17,11:00,15
2024-02-17,11:05,15
2024-02-17,11:07,9
2024-02-17,11:11,31
2024-02-17,11:30,20
2024-02-17,11:34,9
2024-02-17,11:52,30
2024-02-17,11:57,20
2024-02-17,11:59,12
2024-02-17,11:59,12
2024-02-17,12:19,11
2024-02-17,12:21,16
2024-02-17,12:28,16
2024-02-17,12:32,3
2024-02-17,12:56,14
2024-02-17,13:03,15
2024-02-17,13:24,10
2024-02-17,13:45,10
2024-02-17,13:46,265
2024-02-17,13:48,12
2024-02-17,13:50,10
2024-02-17,13:50,10
2024-02-17,13:53,22
2024-02-17,13:55,10
2024-02-17,13:55,10
2024-02-17,13:55,20
2024-02-17,14:00,77
2024-02-17,14:02,67
2024-02-17,14:10,10
2024-02-17,14:14,6
2024-02-17,14:29,6
2024-02-17,14:33,9
2024-02-17,14:34,18
2024-02-17,14:37,18
2024-02-17,14:37,13
2024-02-17,14:38,18
2024-02-17,14:38,18
2024-02-17,14:38,18
2024-02-17,14:46,18
2024-02-17,14:46,7
2024-02-17,14:50,44
2024-02-17,14:52,10
2024-02-17,14:53,15
2024-02-17,14:54,15
2024-02-17,14:59,12
2024-02-17,14:59,20
2024-02-17,15:04,8
2024-02-17,15:05,20
2024-02-17,15:10,435
2024-02-17,15:19,17
2024-02-17,15:27,10
2024-02-17,15:29,299
2024-02-17,15:40,14
2024-02-17,15:40,0
2024-02-17,15:41,14
2024-02-17,15:45,7
2024-02-17,15:50,8
2024-02-17,15:50,13
2024-02-17,15:52,8
2024-02-17,15:58,9
2024-02-17,16:02,9
2024-02-17,16:20,3
2024-02-17,16:21,23
2024-02-17,16:29,7
2024-02-17,16:33,0
2024-02-17,16:39,17
2024-02-17,16:40,10
2024-02-17,16:48,12
2024-02-17,16:59,5
2024-02-17,17:02,64
2024-02-17,17:03,7
2024-02-17,17:04,15
2024-02-17,17:15,18
2024-02-17,17:23,10
2024-02-17,17:40,10
2024-02-17,17:51,89
2024-02-17,17:53,46
2024-02-17,17:59,6
2024-02-17,18:06,11
2024-02-17,18:11,21
2024-02-17,18:22,19
2024-02-17,18:25,10
2024-02-17,18:28,15
2024-02-17,18:33,38
2024-02-17,18:35,10
2024-02-17,18:37,14
2024-02-17,18:37,10
2024-02-17,18:40,10
2024-02-17,18:55,21
2024-02-17,18:59,17
2024-02-17,19:06,15
2024-02-17,19:11,10
2024-02-17,19:41,12
2024-02-17,19:46,13
2024-02-17,20:04,9
2024-02-17,20:05,3
2024-02-17,20:14,20
2024-02-17,20:49,96
2024-02-17,20:51,15
2024-02-17,20:56,12
2024-02-17,21:22,20
2024-02-17,21:37,0
